Supplier Name,Mandatory Restrictions,Reporting Month,Total Population Served, REPORTED Total Monthly Potable Water Production Reporting Month , REPORTED Total Monthly Potable Water Production 2013 ,REPORTED Monthly CII,REPORTED Monthly Ag Use Reporting Month,Conservation Standard (starting in June 2015) *Adjusted in March 2016 **Revised in June 2016,CALCULATED Total Monthly Potable Water Production Reporting Month Gallons,CALCULATED Total Monthly Potable Water Production 2013 Gallons,CALCULATED Monthly CII Reporting Month,% Residential Use,Hydrologic Region
Soquel Creek Water District,Yes,6/15/15," 39,054 ",90.74,139.074,15.456,0,8%," 90,740,000 "," 139,074,000 "," 15,456,000 ", 74 ,Central Coast
Soquel Creek Water District,Yes,5/15/15," 39,051 ",86.928,137.856,15.326,,NULL," 86,928,000 "," 137,856,000 "," 15,326,000 ", 73 ,Central Coast
Soquel Creek Water District,Yes,4/15/15," 39,051 ",81.835,112.377,,,NULL," 81,835,000 "," 112,377,000 ", Null , 74 ,Central Coast
Soquel Creek Water District,Yes,3/15/15," 39,051 ",84.318,100.383,,,NULL," 84,318,000 "," 100,383,000 ", Null , 75 ,Central Coast
Soquel Creek Water District,Yes,2/15/15," 39,049 ",68.375,80.932,,,NULL," 68,375,000 "," 80,932,000 ", Null , 76 ,Central Coast
Soquel Creek Water District,Yes,1/15/15," 39,046 ",76.287,84.297,,,NULL," 76,287,000 "," 84,297,000 ", Null , 77 ,Central Coast
Soquel Creek Water District,Yes,12/15/14," 39,043 ",72.371,96.619,,,NULL," 72,371,000 "," 96,619,000 ", Null , 77 ,Central Coast
Soquel Creek Water District,Yes,11/15/14," 39,034 ",75.601,99.957,,,NULL," 75,601,000 "," 99,957,000 ", Null , 75 ,Central Coast
Soquel Creek Water District,Yes,10/15/14," 39,028 ",94.965,121.335,,,NULL," 94,965,000 "," 121,335,000 ", Null , 74 ,Central Coast
Soquel Creek Water District,Yes,9/15/14," 39,028 ",97.426,130.727,,,NULL," 97,426,000 "," 130,727,000 ", Null , 73 ,Central Coast
Soquel Creek Water District,Yes,8/15/14," 39,017 ",108.081,145.04,,,NULL," 108,081,000 "," 145,040,000 ", Null , 72 ,Central Coast
Soquel Creek Water District,Yes,7/15/14," 39,014 ",118.28,148.645,,,NULL," 118,280,000 "," 148,645,000 ", Null , 71 ,Central Coast
Soquel Creek Water District,Yes,6/15/14," 39,008 ",115.503,139.074,,,NULL," 115,503,000 "," 139,074,000 ", Null , 73 ,Central Coast
East Valley Water District,Yes,10/15/16," 104,457 ",1526.57,1776.15,356.19,,0%," 497,435,013 "," 578,761,012 "," 116,065,020 ", 75 ,South Coast
East Valley Water District,Yes,9/15/16," 104,457 ",1819,2364.21,362.62,,0%," 592,723,746 "," 770,381,202 "," 118,160,244 ", 75 ,South Coast
East Valley Water District,Yes,8/15/16," 104,457 ",2023.97,2398.67,378.31,,0%," 659,513,513 "," 781,610,042 "," 123,272,853 ", 74 ,South Coast
East Valley Water District,Yes,7/15/16," 104,457 ",2008.8,2690.94,400.03,,0%," 654,570,347 "," 876,846,639 "," 130,350,346 ", 76 ,South Coast
East Valley Water District,Yes,6/15/16," 104,457 ",1716.99,2502.65,396.52,,0%," 559,483,642 "," 815,492,074 "," 129,206,608 ", 78 ,South Coast
East Valley Water District,Yes,5/15/16," 104,457 ",1400.47,2089.43,246.49,,22%," 456,345,148 "," 680,843,747 "," 80,319,118 ", 77 ,South Coast
East Valley Water District,Yes,4/15/16," 104,457 ",1211.83,1731.99,249.31,,22%," 394,876,535 "," 564,371,413 "," 81,238,019 ", 78 ,South Coast
East Valley Water District,Yes,3/15/16," 101,733 ",1112.98,1407.87,206.17,,22%," 362,666,121 "," 458,756,449 "," 67,180,789 ", 80 ,South Coast
East Valley Water District,Yes,2/15/16," 101,733 ",1067.78,1016.69,169.28,,28%," 335,939,787 "," 331,289,887 "," 53,258,056 ", 80 ,South Coast
East Valley Water District,Yes,1/15/16," 101,733 ",947.09,1164.62,134.6,,28%," 308,610,628 "," 379,493,089 "," 43,859,602 ", 83 ,South Coast
East Valley Water District,Yes,12/15/15," 101,733 ",1097.7,1265.54,222.71,,28%," 357,687,111 "," 412,378,015 "," 72,570,371 ", 78 ,South Coast
East Valley Water District,Yes,11/15/15," 101,733 ",1183.25,1407.67,278.78,,28%," 385,563,701 "," 458,691,278 "," 90,840,861 ", 78 ,South Coast
East Valley Water District,Yes,10/15/15," 101,733 ",1460.69,1776.15,312.85,,28%," 475,967,921 "," 578,761,012 "," 101,942,619 ", 78 ,South Coast
East Valley Water District,Yes,9/15/15," 101,733 ",1792.2,2364.21,285.57,,28%," 583,990,927 "," 770,381,202 "," 93,053,392 ", 76 ,South Coast
East Valley Water District,Yes,8/15/15," 101,733 ",1742.16,2398.67,419.61,,28%," 567,685,322 "," 781,610,042 "," 136,730,517 ", 75 ,South Coast
East Valley Water District,Yes,7/15/15," 101,733 ",1743.93,2690.94,290.71,,28%," 568,262,079 "," 876,846,639 "," 94,728,268 ", 77 ,South Coast
East Valley Water District,Yes,6/15/15," 101,733 ",1568.66,2502.65,322.94,,28%," 511,150,099 "," 815,492,074 "," 105,230,460 ", 77 ,South Coast
East Valley Water District,Yes,5/15/15," 101,733 ",1400.85,2089.43,98.69,0,NULL," 456,468,972 "," 680,843,747 "," 32,158,277 ", 77 ,South Coast
East Valley Water District,Yes,4/15/15," 101,733 ",1494.62,1731.99,,,NULL," 487,024,060 "," 564,371,413 ", Null , 78 ,South Coast
East Valley Water District,Yes,3/15/15," 97,318 ",1237.69,1407.87,,,NULL," 403,303,053 "," 458,756,449 ", Null , 77 ,South Coast
East Valley Water District,Yes,2/15/15," 97,318 ",1091.54,1016.69,,,NULL," 355,679,867 "," 331,289,887 ", Null , 77 ,South Coast
East Valley Water District,Yes,1/15/15," 97,318 ",1129.65,1164.62,,,NULL," 368,098,065 "," 379,493,089 ", Null , 77 ,South Coast
East Valley Water District,Yes,12/15/14," 97,318 ",977.29,1265.54,,,NULL," 318,451,341 "," 412,378,015 ", Null , 77 ,South Coast
East Valley Water District,Yes,11/15/14," 97,318 ",1389.97,1407.67,,,NULL," 452,923,708 "," 458,691,278 ", Null , 77 ,South Coast
East Valley Water District,Yes,10/15/14," 97,318 ",1813.47,1776.15,,,NULL," 590,921,787 "," 578,761,012 ", Null , 77 ,South Coast
East Valley Water District,Yes,9/15/14," 97,318 ",1881.06,2263.9,,,NULL," 612,946,085 "," 737,695,046 ", Null , 77 ,South Coast
East Valley Water District,Yes,8/15/14," 97,318 ",1888.89,2501.29,,,NULL," 615,497,502 "," 815,048,916 ", Null , 77 ,South Coast
East Valley Water District,No,7/15/14," 97,318 ",2274.38,2690.94,,,NULL," 741,109,969 "," 876,846,639 ", Null , 77 ,South Coast
East Valley Water District,No,6/15/14," 97,318 ",2231.85,2502.65,,,NULL," 727,251,507 "," 815,492,074 ", Null , 77 ,South Coast
California Water Service Company Bear Gulch,Yes,10/15/16," 68,852 ",887.3,1400.3,130.9,,2%," 289,127,971 "," 456,289,753 "," 42,653,952 ", 88 ,San Francisco Bay
California Water Service Company Bear Gulch,Yes,9/15/16," 68,864 ",1268.7,1558,154.3,,2%," 413,407,705 "," 507,676,523 "," 50,278,875 ", 89 ,San Francisco Bay
California Water Service Company Bear Gulch,Yes,8/15/16," 68,821 ",1370.9,1751.5,137.9,,2%," 446,709,721 "," 570,728,774 "," 44,934,912 ", 89 ,San Francisco Bay
California Water Service Company Bear Gulch,Yes,7/15/16," 68,829 ",1401.1,1858.1,134.2,,2%," 456,550,434 "," 605,464,537 "," 43,729,262 ", 89 ,San Francisco Bay
California Water Service Company Bear Gulch,Yes,6/15/16," 68,806 ",1263.8,1742.8,121,,2%," 411,811,033 "," 567,893,867 "," 39,428,023 ", 88 ,San Francisco Bay
California Water Service Company Bear Gulch,Yes,5/15/16," 68,824 ",990.9,1659.2,95.8,,36%," 322,886,179 "," 540,652,688 "," 31,216,567 ", 86 ,San Francisco Bay
California Water Service Company Bear Gulch,Yes,4/15/16," 68,824 ",679,1160.5,73.4,,36%," 221,253,119 "," 378,150,581 "," 23,917,495 ", 84 ,San Francisco Bay
California Water Service Company Bear Gulch,Yes,3/15/16," 68,675 ",454.7,874.2,63.5,,36%," 148,164,644 "," 284,859,317 "," 20,691,566 ", 84 ,San Francisco Bay
California Water Service Company Bear Gulch,Yes,2/15/16," 68,380 ",428.5,587.2,77.2,,36%," 134,812,601 "," 191,339,958 "," 24,288,291 ", 79 ,San Francisco Bay
California Water Service Company Bear Gulch,Yes,1/15/16," 68,221 ",405.1,501.5,82,,36%," 132,002,413 "," 163,414,491 "," 26,719,817 ", 79 ,San Francisco Bay
California Water Service Company Bear Gulch,Yes,12/15/15," 74,633 ",433.4,751.9,83.2,,36%," 141,224,008 "," 245,007,688 "," 27,110,839 ", 84 ,San Francisco Bay
California Water Service Company Bear Gulch,Yes,11/15/15," 73,322 ",557.8,968.1,109.4,,36%," 181,759,926 "," 315,456,766 "," 35,648,146 ", 87 ,San Francisco Bay
California Water Service Company Bear Gulch,Yes,10/15/15," 71,868 ",1005.3,1400.3,122.6,,36%," 327,578,440 "," 456,289,753 "," 39,949,385 ", 88 ,San Francisco Bay
California Water Service Company Bear Gulch,Yes,9/15/15," 70,035 ",1106.3,1558,125.8,,36%," 360,489,434 "," 507,676,523 "," 40,992,110 ", 89 ,San Francisco Bay
California Water Service Company Bear Gulch,Yes,8/15/15," 64,914 ",1163.8,1751.5,128,,36%," 379,225,891 "," 570,728,774 "," 41,708,983 ", 88 ,San Francisco Bay
California Water Service Company Bear Gulch,Yes,7/15/15," 59,999 ",1140.5,1858.1,130,,36%," 371,633,552 "," 605,464,537 "," 42,360,686 ", 88 ,San Francisco Bay
California Water Service Company Bear Gulch,Yes,6/15/15," 59,440 ",1032.3,1742.8,114.4,,36%," 336,376,428 "," 567,893,867 "," 37,277,403 ", 87 ,San Francisco Bay
California Water Service Company Bear Gulch,Yes,5/15/15," 58,885 ",995.5,1659.2,118.3,,NULL," 324,385,096 "," 540,652,688 "," 38,548,224 ", 87 ,San Francisco Bay
California Water Service Company Bear Gulch,Yes,4/15/15," 58,895 ",890.8,1160.5,,,NULL," 290,268,451 "," 378,150,581 ", Null , 86 ,San Francisco Bay
California Water Service Company Bear Gulch,Yes,3/15/15," 58,720 ",898.4,874.2,,,NULL," 292,744,922 "," 284,859,317 ", Null , 83 ,San Francisco Bay
California Water Service Company Bear Gulch,Yes,2/15/15," 58,694 ",571,587,,,NULL," 186,061,165 "," 191,274,788 ", Null , 83 ,San Francisco Bay
California Water Service Company Bear Gulch,Yes,1/15/15," 58,710 ",606,501,,,NULL," 197,465,965 "," 163,251,565 ", Null , 81 ,San Francisco Bay
California Water Service Company Bear Gulch,Yes,12/15/14," 58,700 ",470,752,,,NULL," 153,150,171 "," 245,040,273 ", Null , 86 ,San Francisco Bay
California Water Service Company Bear Gulch,Yes,11/15/14," 58,707 ",729,968,,,NULL," 237,545,690 "," 315,424,181 ", Null , 88 ,San Francisco Bay
California Water Service Company Bear Gulch,Yes,10/15/14," 58,715 ",1266,1400,,,NULL," 412,527,907 "," 456,191,998 ", Null , 89 ,San Francisco Bay
California Water Service Company Bear Gulch,Yes,9/15/14," 58,705 ",1383,1558,,,NULL," 450,652,524 "," 507,676,523 ", Null , 89 ,San Francisco Bay
California Water Service Company Bear Gulch,No,8/15/14," 58,242 ",1594,1752,,,NULL," 519,407,175 "," 570,891,700 ", Null , 90 ,San Francisco Bay
California Water Service Company Bear Gulch,No,7/15/14," 58,242 ",1683,1858,,,NULL," 548,407,952 "," 605,431,951 ", Null , 89 ,San Francisco Bay
California Water Service Company Bear Gulch,No,6/15/14," 58,242 ",1607,1743,,,NULL," 523,643,243 "," 567,959,037 ", Null , 89 ,San Francisco Bay
Buena Park  City of,Yes,10/15/16," 83,347 ",1125.5,1266,461.5,,0%," 366,745,781 "," 412,527,907 "," 150,380,434 ", 59 ,South Coast
Buena Park  City of,Yes,9/15/16," 83,347 ",1098,1548,450,,0%," 357,784,867 "," 504,418,009 "," 146,633,142 ", 59 ,South Coast
Buena Park  City of,Yes,8/15/16," 83,347 ",1313,1531,538.3,,0%," 427,842,924 "," 498,878,535 "," 175,405,823 ", 59 ,South Coast
Buena Park  City of,Yes,7/15/16," 83,347 ",1229,1548,504,,0%," 400,471,404 "," 504,418,009 "," 164,229,119 ", 59 ,South Coast
Buena Park  City of,Yes,6/15/16," 83,347 ",1156,1494,474,,0%," 376,684,250 "," 486,822,032 "," 154,453,576 ", 59 ,South Coast
Buena Park  City of,Yes,5/15/16," 82,767 ",1050,1508,430.5,,13%," 342,143,998 "," 491,383,952 "," 140,279,039 ", 59 ,South Coast
Buena Park  City of,Yes,4/15/16," 82,767 ",955.8,1264,391.9,,13%," 311,448,794 "," 411,876,204 "," 127,701,174 ", 59 ,South Coast
Buena Park  City of,Yes,3/15/16," 82,767 ",864.3,1158,354.4,,13%," 281,633,388 "," 377,335,952 "," 115,481,746 ", 59 ,South Coast
Buena Park  City of,Yes,2/15/16," 82,767 ",811.3,902,332.6,,20%," 255,247,288 "," 293,917,987 "," 104,641,006 ", 59 ,South Coast
Buena Park  City of,Yes,1/15/16," 82,767 ",745.8,969,305.8,,20%," 243,019,994 "," 315,750,033 "," 99,645,366 ", 59 ,South Coast
Buena Park  City of,Yes,12/15/15," 82,767 ",865.3,1007,354.8,,20%," 281,959,240 "," 328,132,387 "," 115,612,086 ", 59 ,South Coast
Buena Park  City of,Yes,11/15/15," 82,767 ",919.3,1148,367.8,,20%," 299,555,217 "," 374,077,438 "," 119,848,155 ", 59 ,South Coast
Buena Park  City of,Yes,10/15/15," 82,676 ",1056,1266,433,,20%," 344,099,107 "," 412,527,907 "," 141,093,668 ", 59 ,South Coast
Buena Park  City of,Yes,9/15/15," 82,767 ",1060,1548,434.6,,20%," 345,402,513 "," 504,418,009 "," 141,615,030 ", 59 ,South Coast
Buena Park  City of,Yes,8/15/15," 82,767 ",1219,1531,500,,20%," 397,212,890 "," 498,878,535 "," 162,925,714 ", 59 ,South Coast
Buena Park  City of,Yes,7/15/15," 82,767 ",1116,1548,458,,20%," 363,650,193 "," 504,418,009 "," 149,239,954 ", 59 ,South Coast
Buena Park  City of,Yes,6/15/15," 82,767 ",1126,1497,462,,20%," 366,908,707 "," 487,799,586 "," 150,543,359 ", 59 ,South Coast
Buena Park  City of,Yes,5/15/15," 82,767 ",1055,1508,433,,NULL," 343,773,255 "," 491,383,952 "," 141,093,668 ", 59 ,South Coast
Buena Park  City of,Yes,4/15/15," 82,364 ",1117,1264,,,NULL," 363,976,044 "," 411,876,204 ", Null , 59 ,South Coast
Buena Park  City of,Yes,3/15/15," 82,364 ",1068,995,,,NULL," 348,009,324 "," 324,222,170 ", Null , 59 ,South Coast
Buena Park  City of,Yes,2/15/15," 82,364 ",842,943,,,NULL," 274,366,902 "," 307,277,896 ", Null , 59 ,South Coast
Buena Park  City of,Yes,1/15/15," 82,364 ",876,1106,,,NULL," 285,445,850 "," 360,391,678 ", Null , 59 ,South Coast
Buena Park  City of,Yes,12/15/14," 82,364 ",833,1007,,,NULL," 271,434,239 "," 328,132,387 ", Null , 59 ,South Coast
Buena Park  City of,Yes,11/15/14," 82,364 ",1007,1148,,,NULL," 328,132,387 "," 374,077,438 ", Null , 59 ,South Coast
Buena Park  City of,Yes,10/15/14," 82,364 ",1253,1266,,,NULL," 408,291,838 "," 412,527,907 ", Null , 59 ,South Coast
Buena Park  City of,Yes,9/15/14," 82,364 ",1319,1548,,,NULL," 429,798,032 "," 504,418,009 ", Null , 59 ,South Coast
Buena Park  City of,Yes,8/15/14," 82,364 ",1381,1531,,,NULL," 450,000,821 "," 498,878,535 ", Null , 59 ,South Coast
Buena Park  City of,No,7/15/14," 82,364 ",1554,1548,,,NULL," 506,373,118 "," 504,418,009 ", Null , 59 ,South Coast
Buena Park  City of,No,6/15/14," 82,364 ",1498,1497,,,NULL," 488,125,438 "," 487,799,586 ", Null , 59 ,South Coast
South Gate  City of,Yes,10/15/16," 88,654 ",606,721.67,169,,0%," 197,465,965 "," 235,157,199 "," 55,068,891 ", 82 ,South Coast
South Gate  City of,Yes,9/15/16," 88,654 ",788.96,823.44,167,,0%," 257,083,742 "," 268,319,099 "," 54,417,188 ", 60 ,South Coast
South Gate  City of,Yes,8/15/16," 88,654 ",710.43,745.18,162.5,,0%," 231,494,629 "," 242,817,966 "," 52,950,857 ", 70 ,South Coast
South Gate  City of,Yes,7/15/16," 88,654 ",747.94,773.51,78,,0%," 243,717,316 "," 252,049,337 "," 25,416,411 ", 64 ,South Coast
South Gate  City of,Yes,6/15/16," 88,654 ",652,805,171,,0%," 212,455,130 "," 262,310,399 "," 55,720,594 ", 71 ,South Coast
South Gate  City of,Yes,5/15/16," 88,654 ",594.55,744.88,175.3,,8%," 193,734,966 "," 242,720,211 "," 57,121,755 ", 71 ,South Coast
South Gate  City of,Yes,4/15/16," 88,654 ",648.61,653.61,137,,8%," 211,350,494 "," 212,979,751 "," 44,641,645 ", 62 ,South Coast
South Gate  City of,Yes,3/15/16," 95,115 ",564.67,661.14,139,,8%," 183,998,525 "," 215,433,412 "," 45,293,348 ", 90 ,South Coast
South Gate  City of,Yes,2/15/16," 95,115 ",544,565,163,,12%," 171,150,653 "," 184,106,056 "," 51,282,273 ", 90 ,South Coast
South Gate  City of,Yes,1/15/16," 96,057 ",579.62,588.03,180,,12%," 188,870,004 "," 191,610,415 "," 58,653,257 ", 90 ,South Coast
South Gate  City of,Yes,12/15/15," 96,057 ",571,626.77,160,,12%," 186,061,165 "," 204,233,899 "," 52,136,228 ", 90 ,South Coast
South Gate  City of,Yes,11/15/15," 96,057 ",626.68,671.26,152,,12%," 204,204,572 "," 218,731,029 "," 49,529,417 ", 90 ,South Coast
South Gate  City of,Yes,10/15/15," 96,057 ",629.7,721.67,180,,12%," 205,188,644 "," 235,157,199 "," 58,653,257 ", 90 ,South Coast
South Gate  City of,Yes,9/15/15," 96,057 ",642.89,823.44,189,,12%," 209,486,624 "," 268,319,099 "," 61,585,920 ", 90 ,South Coast
South Gate  City of,Yes,8/15/15," 96,057 ",714,745,200,,12%," 232,657,919 "," 242,759,313 "," 65,170,285 ", 90 ,South Coast
South Gate  City of,Yes,7/15/15," 96,057 ",662,774,160,,12%," 215,713,645 "," 252,209,004 "," 52,136,228 ", 90 ,South Coast
South Gate  City of,Yes,6/15/15," 96,057 ",667,805,166,,12%," 217,342,902 "," 262,310,399 "," 54,091,337 ", 90 ,South Coast
South Gate  City of,Yes,5/15/15," 96,057 ",678,745,78,,NULL," 220,927,268 "," 242,759,313 "," 25,416,411 ", 90 ,South Coast
South Gate  City of,No,4/15/15," 96,057 ",622.55,653.61,,,NULL," 202,858,806 "," 212,979,751 ", Null , 90 ,South Coast
South Gate  City of,No,3/15/15," 96,057 ",622.09,661.14,,,NULL," 202,708,914 "," 215,433,412 ", Null , 90 ,South Coast
South Gate  City of,Yes,2/15/15," 95,115 ",492.44,600.57,,,NULL," 160,462,277 "," 195,696,592 ", Null , 90 ,South Coast
South Gate  City of,Yes,1/15/15," 95,115 ",760.95,614.77,,,NULL," 247,956,643 "," 200,323,682 ", Null , 90 ,South Coast
South Gate  City of,Yes,12/15/14," 95,115 ",556.95,587.23,,,NULL," 181,482,952 "," 191,349,733 ", Null , 100 ,South Coast
South Gate  City of,Yes,11/15/14," 102,832 ",677.77,670.96,,,NULL," 220,852,322 "," 218,633,273 ", Null , 90 ,South Coast
South Gate  City of,Yes,10/15/14," 102,832 ",743.63,721.67,,,NULL," 242,312,897 "," 235,157,199 ", Null , 90 ,South Coast
South Gate  City of,Yes,9/15/14," 102,832 ",699.13,823.44,,,NULL," 227,812,508 "," 268,319,099 ", Null , 90 ,South Coast
South Gate  City of,Yes,8/15/14," 102,832 ",760.41,745.21,,,NULL," 247,780,684 "," 242,827,742 ", Null , 90 ,South Coast
South Gate  City of,Yes,7/15/14," 95,115 ",745.08,773.5,,,NULL," 242,785,381 "," 252,046,079 ", Null , 90 ,South Coast
South Gate  City of,Yes,6/15/14," 95,115 ",755.51,805.1,,,NULL," 246,184,012 "," 262,342,984 ", Null , 90 ,South Coast
Hillsborough  Town of,No,10/15/16," 10,850 ",58322,146239,,,0%," 43,627,886 "," 109,394,369 ", Null , 88 ,San Francisco Bay
Hillsborough  Town of,No,9/15/16," 10,850 ",139460,179584,,,0%," 104,323,325 "," 134,338,161 ", Null , 88 ,San Francisco Bay
Hillsborough  Town of,No,8/15/16," 10,850 ",177923,221435,,,0%," 133,095,647 "," 165,644,883 ", Null , 88 ,San Francisco Bay
Hillsborough  Town of,No,7/15/16," 10,850 ",151191,211589,,,0%," 113,098,722 "," 158,279,564 ", Null , 88 ,San Francisco Bay
Hillsborough  Town of,No,6/15/16," 10,850 ",158511,237837,,,0%," 118,574,462 "," 177,914,431 ", Null , 88 ,San Francisco Bay
Hillsborough  Town of,Yes,5/15/16," 10,850 ",133372,185277,,,36%," 99,769,184 "," 138,596,821 ", Null , 88 ,San Francisco Bay
Hillsborough  Town of,Yes,4/15/16," 10,850 ",77209,152520,,,36%," 57,756,343 "," 114,092,883 ", Null , 88 ,San Francisco Bay
Hillsborough  Town of,Yes,3/15/16," 10,850 ",52492,90521,,,36%," 39,266,743 "," 67,714,410 ", Null , 88 ,San Francisco Bay
Hillsborough  Town of,Yes,2/15/16," 10,850 ",43323,75778,,,36%," 31,290,342 "," 56,685,881 ", Null , 88 ,San Francisco Bay
Hillsborough  Town of,Yes,1/15/16," 10,850 ",33594,54189,,,36%," 25,130,057 "," 40,536,187 ", Null , 88 ,San Francisco Bay
Hillsborough  Town of,Yes,12/15/15," 10,850 ",40145,80745,,,36%," 30,030,545 "," 60,401,455 ", Null , 88 ,San Francisco Bay
Hillsborough  Town of,Yes,11/15/15," 10,850 ",50649,95392,,,36%," 37,888,083 "," 71,358,171 ", Null , 88 ,San Francisco Bay
Hillsborough  Town of,Yes,10/15/15," 10,850 ",96302,146239,,,36%," 72,038,899 "," 109,394,369 ", Null , 88 ,San Francisco Bay
Hillsborough  Town of,Yes,9/15/15," 10,850 ",114709,179584,,,36%," 85,808,291 "," 134,338,161 ", Null , 88 ,San Francisco Bay
Hillsborough  Town of,Yes,8/15/15," 10,850 ",130925,221435,,,36%," 97,938,701 "," 165,644,883 ", Null , 88 ,San Francisco Bay
Hillsborough  Town of,Yes,7/15/15," 10,850 ",121473,211589,,,36%," 90,868,114 "," 158,279,564 ", Null , 88 ,San Francisco Bay
Hillsborough  Town of,Yes,6/15/15," 10,850 ",126177,237837,,,36%," 94,386,951 "," 177,914,431 ", Null , 88 ,San Francisco Bay
Hillsborough  Town of,No,5/15/15," 10,850 ",95400,185277,0.01,0,NULL," 71,364,156 "," 138,596,821 ", 7 , 88 ,San Francisco Bay
Hillsborough  Town of,No,4/15/15," 10,850 ",101031,152520,,,NULL," 75,576,436 "," 114,092,883 ", Null , 88 ,San Francisco Bay
Hillsborough  Town of,No,3/15/15," 10,850 ",92639,90521,,,NULL," 69,298,784 "," 67,714,410 ", Null , 88 ,San Francisco Bay
Hillsborough  Town of,No,2/15/15," 10,850 ",60717,75778,,,NULL," 45,419,470 "," 56,685,881 ", Null , 88 ,San Francisco Bay
Hillsborough  Town of,No,1/15/15," 10,850 ",56762,54189,,,NULL," 42,460,925 "," 40,536,187 ", Null , 88 ,San Francisco Bay
Hillsborough  Town of,No,12/15/14," 10,825 ",49931,80745,,,NULL," 37,350,982 "," 60,401,455 ", Null , 88 ,San Francisco Bay
Hillsborough  Town of,No,11/15/14," 10,825 ",44495,95392,,,NULL," 33,284,571 "," 71,358,171 ", Null , 88 ,San Francisco Bay
