Supplier Name,Mandatory Restrictions,Reporting Month,Total Population Served,Conservation Standard (starting in June 2015) *Adjusted in March 2016 **Revised in June 2016, REPORTED Total Monthly Potable Water Production Reporting Month ,REPORTED Monthly CII,REPORTED Monthly Ag Use Reporting Month,CALCULATED Total Monthly Potable Water Production Reporting Month Gallons,CALCULATED Total Monthly Potable Water Production 2013 Gallons,CALCULATED Monthly CII Reporting Month,CALCULATED R-GPCD Reporting Month,% Residential Use,Hydrologic Region
California-American Water Company San Diego District,Yes,11/15/14,95358,NULL,795,,,259051884.5,265894764.4,Null,40.7,45,South Coast
California-American Water Company San Diego District,No,10/15/14,95358,NULL,942,,,306952044.2,324548021.3,Null,47.8,46,South Coast
California-American Water Company San Diego District,No,9/15/14,95359,NULL,963,,,313794924.2,346054215.5,Null,49.4,45,South Coast
California-American Water Company San Diego District,No,8/15/14,95358,NULL,1057,,,344424958.3,379942763.9,Null,52.4,45,South Coast
California-American Water Company San Diego District,No,7/15/14,95358,NULL,1087,,,354200501.2,381246169.6,Null,53.9,45,South Coast
California-American Water Company San Diego District,No,6/15/14,95358,NULL,1095,,,356807312.6,373751586.8,Null,57.4,46,South Coast
California-American Water Ventura District,Yes,9/15/16,63423,0%,1392,547,,453585186.4,583925757.2,178240730.6,143,60,South Coast
California-American Water Ventura District,Yes,8/15/16,63423,0%,1457,447,,474765529.1,595330557.1,145655587.9,159.4,66,South Coast
California-American Water Ventura District,Yes,7/15/16,63423,0%,1396,447,,454888592.1,604454397.1,145655587.9,145.8,63,South Coast
California-American Water Ventura District,Yes,6/15/16,62144,0%,1312,399,,427517072.2,560790305.9,130014719.4,151.3,66,South Coast
California-American Water Ventura District,Yes,5/15/16,62144,30%,1174,380,,382549575.3,568284888.7,123823542.3,129.1,65,South Coast
California-American Water Ventura District,Yes,4/15/16,62144,30%,1030,294,,335626969.8,437618466.5,95800319.54,115.2,64,South Coast
California-American Water Ventura District,Yes,3/15/16,62144,30%,871,288,,283816592.9,398190443.8,93845210.98,97.2,66,South Coast
California-American Water Ventura District,Yes,2/15/16,62144,32%,880,220,,276861350.4,313794924.2,69215337.6,105,66,South Coast
California-American Water Ventura District,Yes,1/15/16,62144,32%,730,247,,237871541.7,344424958.3,80485302.47,82.7,67,South Coast
California-American Water Ventura District,Yes,12/15/15,62144,32%,966,359,,314772478.5,409595243.7,116980662.3,107.8,66,South Coast
California-American Water Ventura District,Yes,11/15/15,62144,32%,1094,393,,356481461.1,425561963.7,128059610.8,128.1,67,South Coast
California-American Water Ventura District,Yes,10/15/15,62144,32%,1182,331,n/a,385156386.7,541565071.7,107856822.3,124,62,South Coast
California-American Water Ventura District,Yes,9/15/15,62144,32%,1222,444,N/A,398190443.8,583925757.2,144678033.6,143.1,67,South Coast
California-American Water Ventura District,Yes,8/15/15,62144,32%,1389,410,N/A,452607632.1,595330557.1,133599085.1,152.7,65,South Coast
California-American Water Ventura District,Yes,7/15/15,62144,32%,1283,419,n/a,418067380.8,604454397.1,136531747.9,143.2,66,South Coast
California-American Water Ventura District,Yes,6/15/15,62144,32%,1257,409,,409595243.7,560790305.9,133273233.6,147.2,67,South Coast
California-American Water Ventura District,Yes,5/15/15,62144,NULL,1272,,,414483015.1,568284888.7,Null,137.7,64,South Coast
California-American Water Ventura District,Yes,4/15/15,62144,NULL,1270,,,413831312.3,437618466.5,Null,146.5,66,South Coast
California-American Water Ventura District,Yes,3/15/15,62144,NULL,1147.41,,,373885185.9,398343594,Null,129.3,67,South Coast
California-American Water Ventura District,Yes,2/15/15,62144,NULL,958.63,,,312370953.5,313886162.6,Null,118.7,66,South Coast
California-American Water Ventura District,Yes,1/15/15,62144,NULL,974.47,,,317532440.1,344301134.8,Null,115.4,70,South Coast
California-American Water Ventura District,Yes,12/15/14,62144,NULL,733,,,238849096,409595243.7,Null,80.6,65,South Coast
California-American Water Ventura District,Yes,11/15/14,62144,NULL,1215,,,395909483.8,425561963.7,Null,127.4,60,South Coast
California-American Water Ventura District,No,10/15/14,62144,NULL,1518,,,494642466.2,541565071.7,Null,164.3,64,South Coast
California-American Water Ventura District,No,9/15/14,62144,NULL,1642,,,535048043.1,583925757.2,Null,163.6,57,South Coast
California-American Water Ventura District,No,8/15/14,62144,NULL,1711,,,557531791.6,595330557.1,Null,199.7,69,South Coast
California-American Water Ventura District,No,7/15/14,62144,NULL,1781,,,580341391.5,604454397.1,Null,189.8,63,South Coast
California-American Water Ventura District,No,6/15/14,62144,NULL,1707,,,556228385.9,578386282.9,Null,188,63,South Coast
Stockton  City of,Yes,9/15/16,177808,0%,976.97,,,976970000,1145290000,Null,130,71,San Joaquin River
Stockton  City of,Yes,8/15/16,177808,0%,1092.84,,,1092840000,1232310000,Null,140.8,71,San Joaquin River
Stockton  City of,Yes,7/15/16,177808,0%,1099.2,,,1099200000,1426990000,Null,141.6,71,San Joaquin River
Stockton  City of,Yes,6/15/16,177808,0%,987.57,,,987570000,1293320000,Null,131.4,71,San Joaquin River
Stockton  City of,Yes,5/15/16,177808,26%,780.24,,,780240000,1244130000,Null,100.5,71,San Joaquin River
Stockton  City of,Yes,4/15/16,177808,26%,611.41,,,611410000,925110000,Null,81.4,71,San Joaquin River
Stockton  City of,Yes,3/15/16,177808,26%,489.15,,,489150000,788660000,Null,63,71,San Joaquin River
Stockton  City of,No,2/15/16,177808,28%,439.74,,,424576551.7,513650000,Null,60.5,71,San Joaquin River
Stockton  City of,No,1/15/16,177808,28%,428.97,,,428970000,436840000,Null,55.3,71,San Joaquin River
Stockton  City of,No,12/15/15,177808,28%,475.38,,,475380000,509150000,Null,61.2,71,San Joaquin River
Stockton  City of,No,11/15/15,177808,28%,529.99,,,529990000,700370000,Null,70.5,71,San Joaquin River
Stockton  City of,No,10/15/15,177808,28%,751.12,,,751120000,992210000,Null,96.8,71,San Joaquin River
Stockton  City of,No,9/15/15,177808,28%,853.97,,,853970000,1145290000,Null,113.7,71,San Joaquin River
Stockton  City of,No,8/15/15,177808,28%,926.95,,,926950000,1232310000,Null,119.4,71,San Joaquin River
Stockton  City of,Yes,7/15/15,177808,28%,908.67,,,908670000,1426990000,Null,117,71,San Joaquin River
Stockton  City of,Yes,6/15/15,177808,28%,825.19,,,825190000,1397070000,Null,109.8,71,San Joaquin River
Stockton  City of,Yes,5/15/15,177808,NULL,770,,,770000000,1244000000,Null,99.2,71,San Joaquin River
Stockton  City of,No,4/15/15,177808,NULL,688,,,688000000,925000000,Null,91.6,71,San Joaquin River
Stockton  City of,Yes,3/15/15,177808,NULL,576.24,,,576240000,830410000,Null,74.2,71,San Joaquin River
Stockton  City of,Yes,2/15/15,177808,NULL,394,,,394000000,542000000,Null,56.2,71,San Joaquin River
Stockton  City of,No,1/15/15,177808,NULL,404.92,,,404920000,464010000,Null,52.2,71,San Joaquin River
Stockton  City of,Yes,12/15/14,177808,NULL,445.56,,,445560000,509150000,Null,57.4,71,San Joaquin River
Stockton  City of,Yes,11/15/14,177808,NULL,567.82,,,567820000,700370000,Null,75.6,71,San Joaquin River
Stockton  City of,Yes,10/15/14,173953,NULL,935,,,935000000,992000000,Null,123.1,71,San Joaquin River
Stockton  City of,Yes,9/15/14,169963,NULL,1051,,,1051000000,1145000000,Null,146.3,71,San Joaquin River
Stockton  City of,Yes,8/15/14,169963,NULL,1139,,,1139000000,1232000000,Null,153.5,71,San Joaquin River
Stockton  City of,No,7/15/14,169963,NULL,1224,,,1224000000,1427000000,Null,164.9,71,San Joaquin River
Stockton  City of,No,6/15/14,169963,NULL,1102,,,1102000000,1293000000,Null,153.4,71,San Joaquin River
Lincoln Avenue Water Company,Yes,9/15/16,16126,0%,192.56,25.03,,62745950.78,85245991.82,8156061.22,112.8,87,South Coast
Lincoln Avenue Water Company,Yes,8/15/16,16126,0%,217.92,28.33,,71009542.97,88126518.43,9231370.93,123.6,87,South Coast
Lincoln Avenue Water Company,Yes,7/15/16,16126,0%,220.22,28.63,,71759001.25,84134838.45,9329126.36,124.9,87,South Coast
Lincoln Avenue Water Company,Yes,6/15/16,16126,0%,181.03,23.53,,58988883.83,84773507.25,7667284.08,106.1,87,South Coast
Lincoln Avenue Water Company,Yes,5/15/16,16126,26%,147.23,19.14,,47975105.6,85451278.22,6236796.31,83.5,87,South Coast
Lincoln Avenue Water Company,Yes,4/15/16,16126,26%,136.18,17.7,,44374447.33,65698164.71,5767570.26,79.8,87,South Coast
Lincoln Avenue Water Company,Yes,3/15/16,16126,26%,108.82,14.15,,35459152.29,60416113.08,4610797.69,61.7,87,South Coast
Lincoln Avenue Water Company,Yes,2/15/16,16126,28%,124.05,16.13,,39028011.95,41653587.91,5074742.71,75.2,87,South Coast
Lincoln Avenue Water Company,Yes,1/15/16,16126,28%,89.65,11.65,,29212580.43,44866482.98,3796169.12,50.8,87,South Coast
Lincoln Avenue Water Company,Yes,12/15/15,16126,28%,120.49,15.66,,39261838.44,49066707.88,5102833.35,68.3,87,South Coast
Lincoln Avenue Water Company,Yes,11/15/15,16126,28%,148.87,19.35,,48509501.94,61651089.99,6305225.11,87.2,87,South Coast
Lincoln Avenue Water Company,Yes,10/15/15,16126,28%,148.32,19.28,,48330283.65,71889341.82,6282415.51,84.1,87,South Coast
Lincoln Avenue Water Company,Yes,9/15/15,16126,28%,177.07,23.02,,57698512.18,85245991.82,7501099.85,103.8,87,South Coast
Lincoln Avenue Water Company,Yes,8/15/15,16126,28%,191.25,24.86,,62319085.41,88126518.43,8100666.48,108.5,87,South Coast
Lincoln Avenue Water Company,Yes,7/15/15,16126,28%,179.44,23.33,,58470780.06,84134838.45,7602113.79,101.8,87,South Coast
Lincoln Avenue Water Company,Yes,6/15/15,16126,28%,167.86,21.82,,54697420.54,84773507.25,7110078.14,98.4,87,South Coast
Lincoln Avenue Water Company,Yes,5/15/15,16126,NULL,153.79,19.99,,50112690.96,85451278.22,6513770.03,87.2,87,South Coast
Lincoln Avenue Water Company,Yes,4/15/15,16126,NULL,162.09,,,52817257.8,65698164.71,Null,95,87,South Coast
Lincoln Avenue Water Company,Yes,3/15/15,16126,NULL,153.01,,,49858526.85,60416113.08,Null,86.8,87,South Coast
Lincoln Avenue Water Company,Yes,2/15/15,16126,NULL,129.46,,,42184725.74,41653587.91,Null,81.3,87,South Coast
Lincoln Avenue Water Company,Yes,1/15/15,16126,NULL,128.91,,,42005507.45,44866482.98,Null,73.1,87,South Coast
Lincoln Avenue Water Company,Yes,12/15/14,16126,NULL,110.14,,,35889276.17,49066707.88,Null,62.5,87,South Coast
Lincoln Avenue Water Company,Yes,11/15/14,16126,NULL,163.39,,,53240864.66,61651089.99,Null,95.7,87,South Coast
Lincoln Avenue Water Company,Yes,10/15/14,16126,NULL,212.06,,,69100053.61,71889341.82,Null,120.3,87,South Coast
Lincoln Avenue Water Company,Yes,9/15/14,16126,NULL,228.32,,,74398397.81,85245991.82,Null,133.8,87,South Coast
Lincoln Avenue Water Company,Yes,8/15/14,16126,NULL,235,,,76575085.35,97103725.25,Null,133.3,87,South Coast
Lincoln Avenue Water Company,Yes,7/15/14,16126,NULL,254.6,,,82961773.31,86285457.87,Null,144.4,87,South Coast
Lincoln Avenue Water Company,Yes,6/15/14,16126,NULL,249.5,,,81299931.04,76281819.06,Null,146.2,87,South Coast
Whittier  City of,Yes,9/15/16,49954,0%,706.68,198,0,230272686.4,259351667.8,64518582.55,110.6,72,South Coast
Whittier  City of,Yes,8/15/16,49954,0%,772.75,231,0,251801690.2,289144263.8,75271679.64,113.8,70,South Coast
Whittier  City of,Yes,7/15/16,49954,0%,723.84,105.86,,235864296.9,283855695.1,34494632.06,109.7,72,South Coast
Whittier  City of,Yes,6/15/16,49954,0%,639.48,103.7,,208375470.5,224948274.1,33790792.98,100.1,72,South Coast
Whittier  City of,Yes,5/15/16,49954,17%,588.34,78.11,,191711428.6,261789036.5,25452254.96,89.1,72,South Coast
Whittier  City of,Yes,4/15/16,49954,17%,596.6,92.72,,194402961.4,290486771.6,30212944.31,93.4,72,South Coast
Whittier  City of,Yes,3/15/16,49954,17%,502.23,80.45,,163652362.2,202884874,26214747.3,76.1,72,South Coast
Whittier  City of,Yes,2/15/16,49954,20%,440.67,98.72,,138641467.4,153782322.5,31058809.67,71.4,72,South Coast
Whittier  City of,Yes,1/15/16,49954,20%,395,84.21,,128711313.7,182427921.4,27439948.67,59.8,72,South Coast
Whittier  City of,Yes,12/15/15,49954,20%,428.57,104.83,,139650146.1,169918485.1,34159005.09,64.9,72,South Coast
Whittier  City of,Yes,11/15/15,49954,20%,552.08,96.37,,179896055.8,204768295.2,31402302.02,86.4,72,South Coast
Whittier  City of,Yes,10/15/15,49954,20%,611.35,220.17,,199209269.9,246871558.1,71742708.68,92.6,72,South Coast
Whittier  City of,Yes,9/15/15,49954,20%,623.5,103.98,,203168364.7,259348409.3,33882031.38,97.6,72,South Coast
Whittier  City of,Yes,8/15/15,49954,20%,685.04,124.54,,223221261.6,289144263.8,40581536.72,103.8,72,South Coast
Whittier  City of,Yes,7/15/15,49954,20%,659.04,93.9,,214749124.5,283855695.1,30597449,99.8,72,South Coast
Whittier  City of,Yes,6/15/15,49954,20%,591.72,113.97,,192812806.4,224948274.1,37137287.14,92.6,72,South Coast
Whittier  City of,Yes,5/15/15,49954,NULL,527.3,99.76,,171821457.5,261789036.5,32506938.36,79.9,72,South Coast
Whittier  City of,No,4/15/15,49954,NULL,699.73,,,228008019,290486771.6,Null,118.7,78,South Coast
Whittier  City of,No,3/15/15,49954,NULL,636.21,,,207309936.4,169478585.7,Null,104.4,78,South Coast
Whittier  City of,No,2/15/15,48200,NULL,575.31,,,187465584.5,153782322.5,Null,109.7,79,South Coast
Whittier  City of,No,1/15/15,48200,NULL,511.42,,,166646936.8,182398594.8,Null,87,78,South Coast
Whittier  City of,No,12/15/14,48200,NULL,459.46,,,149715696.7,191919973.5,Null,78.2,78,South Coast
Whittier  City of,No,11/15/14,48200,NULL,596.56,,,194389927.3,210451144.1,Null,104.9,78,South Coast
Whittier  City of,Yes,10/15/14,65000,NULL,683,,,222556524.6,246669530.2,Null,83.9,76,South Coast
Whittier  City of,Yes,9/15/14,65000,NULL,795,,,259051884.5,259051884.5,Null,102.3,77,South Coast
Whittier  City of,No,8/15/14,48200,NULL,786,,,256119221.6,289030215.8,Null,90.8,53,South Coast
Whittier  City of,,7/15/14,48200,NULL,1045,,,340514741.2,283816592.9,Null,120.8,53,South Coast
Whittier  City of,No,6/15/14,48200,NULL,944,,,307603747.1,224837484.6,Null,112.7,53,South Coast
San Luis Obispo  City of,Yes,9/15/16,46117,12%,425.22,127.566,0,138558543.8,170518051.8,41567563.14,60.1,60,Central Coast
San Luis Obispo  City of,Yes,8/15/16,46117,12%,426.17,127.85,0,138868102.6,178335227.5,41660104.94,58.3,60,Central Coast
San Luis Obispo  City of,Yes,7/15/16,46117,12%,426.68,128,0,139034286.9,181157100.8,41708982.66,58.4,60,Central Coast
San Luis Obispo  City of,Yes,6/15/16,46117,12%,415.42,124.63,0,135365199.8,173450714.6,40610863.35,58.7,60,Central Coast
San Luis Obispo  City of,Yes,5/15/16,46117,12%,413.39,124.02,0,134703721.4,184141899.9,40412093.98,56.5,60,Central Coast
San Luis Obispo  City of,Yes,4/15/16,45802,12%,370.62,111.19,0,120767055.9,155147639.9,36231420.17,52.7,60,Central Coast
San Luis Obispo  City of,Yes,3/15/16,45802,12%,322.46,96.74,0,105074051.2,137708071.6,31522867.05,44.4,60,Central Coast
San Luis Obispo  City of,Yes,2/15/16,45802,12%,314.55,94.37,0,98962202.01,112630545.7,29690233.68,46.3,60,Central Coast
San Luis Obispo  City of,Yes,1/15/16,45541,12%,308.87,92.66,,100645730.3,118029903.9,30193393.23,42.8,60,Central Coast
San Luis Obispo  City of,Yes,12/15/15,45802,12%,326.01,97.8,,106230823.7,133250424,31868269.56,44.9,60,Central Coast
San Luis Obispo  City of,Yes,11/15/15,45802,12%,352.56,105.77,0,114882179.1,147666091.2,34465305.43,50.2,60,Central Coast
San Luis Obispo  City of,Yes,10/15/15,45802,12%,427.68,128.3,0,139360138.3,173105312.1,41806738.08,58.9,60,Central Coast
San Luis Obispo  City of,Yes,9/15/15,45802,12%,422.98,126.9,0,137828636.6,170518051.8,41350546.09,60.2,60,Central Coast
San Luis Obispo  City of,Yes,8/15/15,45802,12%,413.1,123.93,0,134609224.5,178335227.5,40382767.35,56.9,60,Central Coast
San Luis Obispo  City of,Yes,7/15/15,45802,12%,409.23,122.77,0,133348179.5,181157100.8,40004779.69,56.3,60,Central Coast
San Luis Obispo  City of,Yes,6/15/15,45802,12%,425.99,127.8,0,138809449.4,173450714.6,41643812.37,60.6,60,Central Coast
San Luis Obispo  City of,Yes,5/15/15,45473,NULL,422.08,126.62,0,137535370.3,184141899.9,41259307.69,58.5,60,Central Coast
San Luis Obispo  City of,Yes,4/15/15,45473,NULL,410.6,,,133794595.9,152205201.6,Null,58.8,60,Central Coast
San Luis Obispo  City of,Yes,3/15/15,45541,NULL,398.21,,,129757296.8,137708071.6,Null,55.1,60,Central Coast
San Luis Obispo  City of,Yes,2/15/15,45473,NULL,336.35,,,109600127.5,112630545.7,Null,51.6,60,Central Coast
San Luis Obispo  City of,Yes,1/15/15,45473,NULL,376,,,122520136.6,117958216.6,Null,52.1,60,Central Coast
San Luis Obispo  City of,Yes,12/15/14,45473,NULL,323.3,,,105347766.4,133247165.5,Null,44.8,60,Central Coast
San Luis Obispo  City of,Yes,11/15/14,45473,NULL,400.55,,,130519789.1,147666091.2,Null,57.4,60,Central Coast
San Luis Obispo  City of,Yes,10/15/14,45541,NULL,481,,,156734536.4,173027107.7,Null,66.6,60,Central Coast
San Luis Obispo  City of,Yes,9/15/14,45473,NULL,481,,,156734536.4,170420296.3,Null,68.9,60,Central Coast
San Luis Obispo  City of,Yes,8/15/14,45119,NULL,498,,,162274010.7,178240730.6,Null,69.6,60,Central Coast
San Luis Obispo  City of,Yes,7/15/14,45119,NULL,510,,,166184227.8,181173393.4,Null,71.3,60,Central Coast
San Luis Obispo  City of,Yes,6/15/14,45473,NULL,518,,,168791039.2,173352959.2,Null,74.2,60,Central Coast
"Kerman, City of",Yes,9/15/16,14359,0%,99716000,,,99716000,121421000,Null,162,70,Tulare Lake
"Kerman, City of",Yes,8/15/16,14359,0%,116811000,,,116811000,137152000,Null,183.7,70,Tulare Lake
"Kerman, City of",Yes,7/15/16,14359,0%,119507000,,,119507000,150262000,Null,187.9,70,Tulare Lake
"Kerman, City of",Yes,6/15/16,14359,0%,107766000,,,107766000,142404000,Null,175.1,70,Tulare Lake
"Kerman, City of",Yes,5/15/16,14359,29%,87936000,,,87936000,125397000,Null,138.3,70,Tulare Lake
"Kerman, City of",Yes,4/15/16,14359,29%,62046000,,,62046000,94180000,Null,100.8,70,Tulare Lake
"Kerman, City of",Yes,3/15/16,14359,29%,44750000,,,44750000,72715000,Null,70.4,70,Tulare Lake
"Kerman, City of",Yes,2/15/16,14359,32%,37082000,,,35803310.34,46826000,Null,62.3,70,Tulare Lake
"Kerman, City of",Yes,1/15/16,14359,32%,35833000,,,35833000,47430000,Null,56.4,70,Tulare Lake
"Kerman, City of",Yes,12/15/15,14359,32%,38731000,,,38731000,53135000,Null,60.9,70,Tulare Lake
"Kerman, City of",Yes,11/15/15,14359,32%,49074000,,,49074000,71453000,Null,79.7,70,Tulare Lake
"Kerman, City of",Yes,10/15/15,14359,32%,76067000,,,76067000,98742000,Null,119.6,70,Tulare Lake
"Kerman, City of",Yes,9/15/15,14359,32%,95478000,,,95478000,121421000,Null,155.2,70,Tulare Lake
"Kerman, City of",Yes,8/15/15,14339,32%,106493000,,,106493000,137152000,Null,167.7,70,Tulare Lake
"Kerman, City of",Yes,7/15/15,14339,32%,104016000,,,104016000,150262000,Null,163.8,70,Tulare Lake
"Kerman, City of",Yes,6/15/15,14339,32%,102105000,,,102105000,142404000,Null,166.2,70,Tulare Lake
"Kerman, City of",Yes,5/15/15,14339,NULL,92079000,,,92079000,125397000,Null,145,70,Tulare Lake
"Kerman, City of",Yes,4/15/15,14339,NULL,81965000,,,81965000,94184000,Null,133.4,70,Tulare Lake
"Kerman, City of",Yes,2/15/15,14339,NULL,41793000,,,41793000,47969000,Null,72.9,70,Tulare Lake
"Kerman, City of",Yes,1/15/15,14339,NULL,70707000,,,70707000,62584000,Null,111.3,70,Tulare Lake
"Kerman, City of",Yes,12/15/14,13551,NULL,57293000,,,57293000,71453000,Null,102.3,75,Tulare Lake
"Kerman, City of",,11/15/14,14339,NULL,57293000,,,57293000,71453000,Null,93.2,70,Tulare Lake
"Kerman, City of",Yes,10/15/14,14339,NULL,90769000,,,90769000,98742000,Null,142.9,70,Tulare Lake
"Kerman, City of",Yes,9/15/14,14339,NULL,105535000,,,105535000,131421000,Null,171.7,70,Tulare Lake
"Kerman, City of",Yes,8/15/14,14339,NULL,119544000,,,119544000,137152000,Null,188.3,70,Tulare Lake
"Kerman, City of",Yes,7/15/14,14339,NULL,138105000,,,138105000,150262000,Null,217.5,70,Tulare Lake
"Kerman, City of",Yes,6/15/14,13551,NULL,135439000,,,135439000,142866000,Null,249.9,75,Tulare Lake
La Palma  City of,Yes,9/15/16,15896,0%,216.34,50.77,,70494697.72,70514248.8,16543476.95,81.3,55,South Coast
La Palma  City of,Yes,8/15/16,15896,0%,180.32,48.69,,58757529.32,73150386.85,15865705.98,87,73,South Coast
La Palma  City of,Yes,7/15/16,15896,0%,174.702,47.17,,56926896,70592453.15,15370411.81,84.3,73,South Coast
La Palma  City of,Yes,6/15/16,15896,0%,156.755,42.32,0,51078840.44,66489657.83,13790032.39,78.2,73,South Coast
La Palma  City of,Yes,5/15/16,15896,13%,151.539,39.4,0,49379199.4,63231469.41,12838546.22,74.2,74,South Coast
La Palma  City of,Yes,4/15/16,15896,13%,140.04,35.01,0,45632233.84,57678961.09,11408058.46,71.8,75,South Coast
La Palma  City of,Yes,3/15/16,15896,13%,125.76,33.95,0,40979075.46,52204657.12,11062655.95,60.7,73,South Coast
La Palma  City of,Yes,2/15/16,15896,20%,118.94,32.11,0,37420328.43,42950476.59,10102293.14,61.4,73,South Coast
La Palma  City of,Yes,1/15/16,15896,20%,117,37.44,0,38124616.96,48942884.34,12199877.43,52.6,68,South Coast
La Palma  City of,Yes,12/15/15,15896,20%,132.53,50.36,0,43185089.62,49516382.85,16409877.86,54.3,62,South Coast
La Palma  City of,Yes,11/15/15,15544,20%,144.61,43.383,0,47121374.86,56310385.1,14136412.46,70.7,70,South Coast
La Palma  City of,Yes,10/15/15,15896,20%,146.23,45.33,,47649254.17,64714093.4,14770845.19,66.7,69,South Coast
La Palma  City of,Yes,9/15/15,15896,20%,150.74,45.22,,49118844.11,70514248.8,14735001.53,72.1,70,South Coast
La Palma  City of,Yes,8/15/15,15896,20%,164.59,44.44,,53631886.37,73150386.85,14480837.42,79.5,73,South Coast
La Palma  City of,Yes,7/15/15,15896,20%,157.25,42.46,,51240136.9,70592453.15,13835651.59,75.9,73,South Coast
La Palma  City of,Yes,6/15/15,15896,20%,158.84,41.3,0,51758240.66,66633358.31,13457663.94,80.3,74,South Coast
La Palma  City of,Yes,5/15/15,15896,NULL,145.63,37.86,0,47453743.31,63231469.41,12336735.03,71.3,74,South Coast
La Palma  City of,Yes,4/15/15,15896,NULL,157.55,,,51337892.32,57678961.09,Null,80.7,75,South Coast
La Palma  City of,Yes,3/15/15,15896,NULL,157.66,,,51373735.98,57678961.09,Null,76.1,73,South Coast
La Palma  City of,Yes,2/15/15,15896,NULL,127.76,,,41630778.31,42950476.59,Null,68.3,73,South Coast
La Palma  City of,Yes,1/15/15,15896,NULL,136.36,,,44433100.59,48884231.08,Null,61.3,68,South Coast
La Palma  City of,Yes,12/15/14,15896,NULL,125.8,,,40992109.52,49516382.85,Null,51.6,62,South Coast
La Palma  City of,Yes,11/15/14,15896,NULL,157.19,,,51220585.81,56310385.1,Null,75.2,70,South Coast
La Palma  City of,Yes,10/15/14,15896,NULL,174.75,,,56942536.87,64714093.4,Null,79.7,69,South Coast
La Palma  City of,No,9/15/14,15896,NULL,182.18,,,59363612.97,70514248.8,Null,87.1,70,South Coast
La Palma  City of,No,8/15/14,15896,NULL,201.83,,,65766593.51,73150386.85,Null,97.4,73,South Coast
La Palma  City of,No,7/15/14,15896,NULL,214.24,,,69810409.72,70592453.15,Null,103.4,73,South Coast
La Palma  City of,No,6/15/14,15896,NULL,206.13,,,67167754.65,66633358.31,Null,104.2,74,South Coast
Santa Margarita Water District,Yes,9/15/16,159024,0%,2381.8,747.6,0,776112928.8,1001797627,243606526.8,111.9,69,South Coast
Santa Margarita Water District,Yes,8/15/16,159010,0%,2766,820.3,0,901305047.1,1027181453,267295925.6,121.6,67,South Coast
Santa Margarita Water District,Yes,7/15/16,158806,0%,2785.8,676.3,0,907756905.3,1072670313,220373320.1,98.5,53,South Coast
Santa Margarita Water District,Yes,6/15/16,158747,0%,2351.5,1520.3,0,766239630.6,980910550.7,495391924.5,98,61,South Coast
Santa Margarita Water District,Yes,5/15/16,158621,23%,1998.9,475.6,0,651344417.4,874389719.2,154974938.7,94.2,71,South Coast
Santa Margarita Water District,Yes,4/15/16,158487,23%,1728.6,257.3,0,563266776.7,754900000.9,83841572.17,69.9,59,South Coast
Santa Margarita Water District,Yes,3/15/16,158347,23%,1388.3,184.6,0,452379536.1,649487064.3,60152173.42,73.8,80,South Coast
Santa Margarita Water District,Yes,2/15/16,157015,24%,1392.7,151.2,0,438164548.5,478219554.3,47569813.84,69,69,South Coast
Santa Margarita Water District,Yes,1/15/16,157090,24%,1188.2,303.6,0,387176665.6,486952372.5,98928493.24,69.8,88,South Coast
Santa Margarita Water District,Yes,12/15/15,157042,24%,1365.4,343.1,0,444917538.4,565352225.9,111799624.6,76.7,84,South Coast
Santa Margarita Water District,Yes,11/15/15,156975,24%,1767,539,0,575779471.5,617781720.5,175633919.2,87.8,72,South Coast
Santa Margarita Water District,Yes,10/15/15,156967,24%,1986.9,598.3,0,647434200.3,819809605.2,194956908.8,93.1,70,South Coast
Santa Margarita Water District,Yes,9/15/15,156949,24%,2150.7,523.8,0,700808664.1,1001797627,170680977.5,103.6,70,South Coast
Santa Margarita Water District,Yes,8/15/15,155064,24%,2408,645.9,0,784650236.2,1027181453,210467436.7,102.7,63,South Coast
Santa Margarita Water District,Yes,7/15/15,155003,24%,2135.6,606.6,0,695888307.5,1072670313,197661475.6,103.7,72,South Coast
Santa Margarita Water District,Yes,6/15/15,154974,24%,2164.1,536,0,705175073.2,980910550.7,174656364.9,96.9,64,South Coast
Santa Margarita Water District,Yes,5/15/15,154931,NULL,2208.4,129,0,719610291.4,874389719.2,42034834.08,96.2,64,South Coast
Santa Margarita Water District,Yes,4/15/15,154326,NULL,2275.2,,,741377166.7,754900000.9,Null,107.6,67,South Coast
Santa Margarita Water District,Yes,3/15/15,154306,NULL,2072.6,,,675359667.6,649487064.3,Null,105.5,75,South Coast
Santa Margarita Water District,Yes,2/15/15,154272,NULL,1591.1,,,518462205.5,478219554.3,Null,93.6,78,South Coast
Santa Margarita Water District,Yes,1/15/15,154234,NULL,1490.9,,,485811892.5,486952372.5,Null,88,87,South Coast
Santa Margarita Water District,Yes,12/15/14,154231,NULL,1277,,,416112272.3,565352225.9,Null,66.8,77,South Coast
Santa Margarita Water District,Yes,11/15/14,154189,NULL,2050.3,,,668093180.8,617781720.5,Null,95.9,66,South Coast
Santa Margarita Water District,Yes,10/15/14,153895,NULL,2587.3,,,843075397.1,819809605.2,Null,113.3,64,South Coast
Santa Margarita Water District,Yes,9/15/14,153845,NULL,2779.7,,,905769211.6,1001797627,Null,124,63,South Coast
Santa Margarita Water District,Yes,8/15/14,153767,NULL,2952.1,,,961945997.7,1027181453,Null,125.3,62,South Coast
